product_code,fiscal_year,fiscal_month,product_name,color,line_name,group_code,group_name,qty,revenue,order_count,active_dealer_count,avg_unit_price,missing_group_flag,missing_line_flag,missing_color_flag,missing_master_flag,numeric_issue_flag,is_new_sku,outlier_flag,year_month,qty_lag_1,qty_lag_2,revenue_lag_1,revenue_lag_2,rolling_2m_qty,rolling_3m_qty,mom_qty_growth,mom_revenue_growth,group_month_qty,group_month_revenue,sku_qty_share_in_group,sku_revenue_share_in_group,same_month_qty_last_year,same_month_revenue_last_year,has_sku_yoy,sku_yoy_qty_growth,sku_yoy_revenue_growth,qty_next_month
000102002009000,2025,1,Xe đạp Thống Nhất We Bare Bears 12 Hồng,Hồng,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1132407.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000102002009000,2025,2,Xe đạp Thống Nhất We Bare Bears 12 Hồng,Hồng,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1132407.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000102002009000,2026,1,Xe đạp Thống Nhất We Bare Bears 12 Hồng,Hồng,Unknown,Unknown,Unknown,3.0,2762592.0,2.0,2.0,920864.0,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.0009182736455463728,0.0004010205208360214,0.0,0.0,0,0.0,0.0,28.0
000102002009000,2026,2,Xe đạp Thống Nhất We Bare Bears 12 Hồng,Hồng,Unknown,Unknown,Unknown,28.0,29057768.0,14.0,13.0,1037777.4285714285,1,1,0,1,0,1,0,2026-02,3.0,0.0,2762592.0,0.0,1.5,1.0,8.333333333333334,9.518298757109266,2820.0,5161408428.0,0.009929078014184398,0.005629813723394803,0.0,0.0,0,0.0,0.0,67.0
000102002023000,2025,1,Xe đạp Thống Nhất We Bare Bears 12 Kem,Kem,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1132407.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000102002023000,2025,2,Xe đạp Thống Nhất We Bare Bears 12 Kem,Kem,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1132407.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000102002023000,2026,1,Xe đạp Thống Nhất We Bare Bears 12 Kem,Kem,Unknown,Unknown,Unknown,8.0,9170368.0,3.0,3.0,1146296.0,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.002448729721456994,0.0013311794689979497,0.0,0.0,0,0.0,0.0,11.0
000102002023000,2026,2,Xe đạp Thống Nhất We Bare Bears 12 Kem,Kem,Unknown,Unknown,Unknown,11.0,11794070.0,8.0,7.0,1072188.1818181819,1,1,0,1,0,1,0,2026-02,8.0,0.0,9170368.0,0.0,4.0,2.6666666666666665,0.375,0.28610651175612584,2820.0,5161408428.0,0.003900709219858156,0.0022850487739002855,0.0,0.0,0,0.0,0.0,50.0
000103002009000,2025,1,Xe đạp Thống Nhất We Bare Bears 16 Hồng,Hồng,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1262037.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000103002009000,2025,2,Xe đạp Thống Nhất We Bare Bears 16 Hồng,Hồng,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1262037.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000103002009000,2026,1,Xe đạp Thống Nhất We Bare Bears 16 Hồng,Hồng,Unknown,Unknown,Unknown,6.0,3775925.0,4.0,2.0,629320.8333333334,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.0018365472910927456,0.0005481169170611347,0.0,0.0,0,0.0,0.0,32.0
000103002009000,2026,2,Xe đạp Thống Nhất We Bare Bears 16 Hồng,Hồng,Unknown,Unknown,Unknown,32.0,40385184.0,14.0,13.0,1262037.0,1,1,0,1,0,1,0,2026-02,6.0,0.0,3775925.0,0.0,3.0,2.0,4.333333333333333,9.695441249495158,2820.0,5161408428.0,0.011347517730496455,0.00782445035368939,0.0,0.0,0,0.0,0.0,78.0
000103002023000,2025,1,Xe đạp Thống Nhất We Bare Bears 16 Kem,Kem,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1262037.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000103002023000,2025,2,Xe đạp Thống Nhất We Bare Bears 16 Kem,Kem,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1262037.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000103002023000,2026,1,Xe đạp Thống Nhất We Bare Bears 16 Kem,Kem,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1262037.0,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0
000103002023000,2026,2,Xe đạp Thống Nhất We Bare Bears 16 Kem,Kem,Unknown,Unknown,Unknown,20.0,25240740.0,12.0,12.0,1262037.0,1,1,0,1,0,1,0,2026-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2820.0,5161408428.0,0.0070921985815602835,0.004890281471055869,0.0,0.0,0,0.0,0.0,45.0
000103002025000,2025,1,Xe đạp Thống Nhất We Bare Bears 16 Xanh Mint,Xanh Mint,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1262037.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000103002025000,2025,2,Xe đạp Thống Nhất We Bare Bears 16 Xanh Mint,Xanh Mint,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1262037.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000103002025000,2026,1,Xe đạp Thống Nhất We Bare Bears 16 Xanh Mint,Xanh Mint,Unknown,Unknown,Unknown,1.0,1842593.0,1.0,1.0,1842593.0,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.00030609121518212427,0.00026747257812547316,0.0,0.0,0,0.0,0.0,9.0
000103002025000,2026,2,Xe đạp Thống Nhất We Bare Bears 16 Xanh Mint,Xanh Mint,Unknown,Unknown,Unknown,9.0,11358333.0,6.0,6.0,1262037.0,1,1,0,1,0,1,0,2026-02,1.0,0.0,1842593.0,0.0,0.5,0.3333333333333333,8.0,5.164320064170438,2820.0,5161408428.0,0.0031914893617021275,0.002200626661975141,0.0,0.0,0,0.0,0.0,30.0
000104002009000,2025,1,Xe đạp Thống Nhất Tom & Jerry 14 Hồng,Hồng,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1236111.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000104002009000,2025,2,Xe đạp Thống Nhất Tom & Jerry 14 Hồng,Hồng,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1236111.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000104002009000,2026,1,Xe đạp Thống Nhất Tom & Jerry 14 Hồng,Hồng,Unknown,Unknown,Unknown,7.0,8555556.0,5.0,5.0,1222222.2857142857,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.0021426385062748698,0.0012419327657365792,0.0,0.0,0,0.0,0.0,27.0
000104002009000,2026,2,Xe đạp Thống Nhất Tom & Jerry 14 Hồng,Hồng,Unknown,Unknown,Unknown,27.0,31569443.0,12.0,9.0,1169238.6296296297,1,1,0,1,0,1,0,2026-02,7.0,0.0,8555556.0,0.0,3.5,2.3333333333333335,2.857142857142857,2.6899347044189765,2820.0,5161408428.0,0.009574468085106383,0.006116439619220927,0.0,0.0,0,0.0,0.0,23.0
000104002020000,2025,1,Xe đạp Thống Nhất Tom & Jerry 14 Xanh da trời,Xanh Da Trời,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1236111.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000104002020000,2025,2,Xe đạp Thống Nhất Tom & Jerry 14 Xanh da trời,Xanh Da Trời,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1236111.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000104002020000,2026,1,Xe đạp Thống Nhất Tom & Jerry 14 Xanh da trời,Xanh Da Trời,Unknown,Unknown,Unknown,2.0,2500000.0,2.0,2.0,1250000.0,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.0006121824303642485,0.0003629024126943296,0.0,0.0,0,0.0,0.0,7.0
000104002020000,2026,2,Xe đạp Thống Nhất Tom & Jerry 14 Xanh da trời,Xanh Da Trời,Unknown,Unknown,Unknown,7.0,7916666.0,5.0,5.0,1130952.2857142857,1,1,0,1,0,1,0,2026-02,2.0,0.0,2500000.0,0.0,1.0,0.6666666666666666,2.5,2.1666664,2820.0,5161408428.0,0.0024822695035460994,0.00153381893923625,0.0,0.0,0,0.0,0.0,11.0
000105002004000,2025,1,Xe đạp Thống Nhất Batwheels 12 Đỏ,Đỏ,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1132407.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000105002004000,2025,2,Xe đạp Thống Nhất Batwheels 12 Đỏ,Đỏ,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1132407.0,1,1,0,1,0,1,0,2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
000105002004000,2026,1,Xe đạp Thống Nhất Batwheels 12 Đỏ,Đỏ,Unknown,Unknown,Unknown,19.0,18398144.0,11.0,9.0,968323.3684210526,1,1,0,1,0,1,0,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267.0,6888904324.0,0.0058157330884603614,0.002670692338679082,0.0,0.0,0,0.0,0.0,26.0
000105002004000,2026,2,Xe đạp Thống Nhất Batwheels 12 Đỏ,Đỏ,Unknown,Unknown,Unknown,26.0,24805733.0,14.0,11.0,954066.6538461539,1,1,0,1,0,1,0,2026-02,19.0,0.0,18398144.0,0.0,9.5,6.333333333333333,0.3684210526315789,0.34827366282164113,2820.0,5161408428.0,0.009219858156028368,0.004806000793394295,0.0,0.0,0,0.0,0.0,58.0
000105002013000,2025,1,Xe đạp Thống Nhất Batwheels 12 Xanh,Xanh,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,1132407.0,1,1,0,1,0,1,0,2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,114798426.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
